6iYb2HFDywm3zjuRg0shjw,Oskar Blues Taproom,40.0175444,-105.2833481,Gastropubs/ Food/ Beer Gardens/ Restaurants/ Bars/ American (Traditional)/ Beer Bar/ Nightlife/ Breweries,4
tCbdrRPZA0oiIYSmHG3J0w,Flying Elephants at PDX,45.5889059,-122.5933308,Salad/ Soup/ Sandwiches/ Delis/ Restaurants/ Cafes/ Vegetarian,4
bvN78flM8NLprQ1a1y5dRg,The Reclaimory,45.511907,-122.6136929,Antiques/ Fashion/ Used/ Vintage & Consignment/ Shopping/ Furniture Stores/ Home & Garden,4.5
oaepsyvc0J17qwi8cfrOWg,Great Clips,28.9144823,-81.2959787,Beauty & Spas/ Hair Salons,3
PE9uqAjdw0E4-8mjGl3wVA,Crossfit Terminus,33.7470274,-84.3534244,Gyms/ Active Life/ Interval Training Gyms/ Fitness & Instruction,4
D4JtQNTI4X3KcbzacDJsMw,Bob Likes Thai Food,49.2513423,-123.101333,Restaurants/ Thai,3.5
t35jsh9YnMtttm69UCp7gw,Escott Orthodontics,28.573998,-81.3892841,Dentists/ Health & Medical/ Orthodontists,4.5
jFYIsSb7r1QeESVUnXPHBw,Boxwood Biscuit,39.94700652,-82.997471,Breakfast & Brunch/ Restaurants,4.5
N3_Gs3DnX4k9SgpwJxdEfw,Lane Wells Jewelry Repair,30.346169,-97.711458,Shopping/ Jewelry Repair/ Appraisal Services/ Local Services/ Jewelry/ Engraving/ Gold Buyers,5
tXvdYGvlEceDljN8gt2_3Q,Capital City Barber Shop,30.1727062,-97.7999199,Barbers/ Beauty & Spas,4
rYs_1pNB_RMtn5WQh55QDA,Chautauqua General Store,39.9984488,-105.281006,Food/ Shopping/ Convenience Stores/ Souvenir Shops,3.5
hCABMnKtwo4Y9alQDxh2kw,Star Kreations Salon and Spa,42.5342478,-70.9909475,Wigs/ Hair Extensions/ Hair Salons/ Blow Dry/Out Services/ Hair Stylists/ Beauty & Spas/ Shopping,4
HPA_qyMEddpAEtFof02ixg,Mr G's Pizza & Subs,42.541155,-70.973438,Food/ Pizza/ Restaurants,4
ufCxltuh56FF4-ZFZ6cVhg,Sister Honey's,28.5132647,-81.3747072,Restaurants/ American (New)/ Bakeries/ Desserts/ Food/ Cupcakes,4.5
i_t_30RYVUDdZzFIcw80NQ,Uncle Sam's Pawn Shop,39.9566155,-82.9933017,Books/ Mags/ Music & Video/ Musical Instruments & Teachers/ Pawn Shops/ Shopping/ Videos & Video Game Rental/ Jewelry,4
g7CEhqBIpwTg6ERcMkCmrQ,Finish Line Car Wash,33.8006868,-84.21282,Oil Change Stations/ Smog Check Stations/ Automotive/ Car Wash,2.5
GfWJ19Js7wX9rwaHQ7KbGw,Everything POP Shopping & Dining,28.3504984,-81.542819,Restaurants/ American (New)/ Food Court/ Flowers & Gifts/ Hotels & Travel/ Gift Shops/ Resorts/ Shopping,3
MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,28.330255,-81.469464,Hotels/ Vacation Rentals/ Hotels & Travel/ Event Planning & Services,3.5
6fT0lYr_UgWSCZs_w1PBTQ,Salter School,42.427889,-71.073475,Specialty Schools/ Massage Schools/ Middle Schools & High Schools/ Vocational & Technical School/ Adult Education/ Education/ Elementary Schools,2
dmbbf3AqeG61_QHRZi1M1w,RaceTrac,28.4503025,-81.3805873,Automotive/ American (Traditional)/ Gas Stations/ Restaurants/ Food/ Beer/ Wine & Spirits,3.5
DLbEQySMW3X7KvkybpEYkw,Jasmine Nail Spa,45.4475976,-122.6174267,Nail Salons/ Beauty & Spas,3
AvT2mGkdYwU0ghqDfs-OlQ,Tire Town Auto Service,49.2810588,-123.0630193,Auto Repair/ Automotive/ Tires,4
ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,28.3819454,-81.510327,Hotels/ American (Traditional)/ Restaurants/ Event Planning & Services/ Hotels & Travel,3.5
j68RDnvOaYEwGcY9cTEHpA,Pittock Mansion,45.5252593,-122.7162265,Tours/ Museums/ Architectural Tours/ Venues & Event Spaces/ Landmarks & Historical Buildings/ Hotels & Travel/ Arts & Entertainment/ Community Service/Non-Profit/ Local Services/ Event Planning & Services/ Public Services & Government/ Historical Tours,4.5
nTIhpR7MhsALPwg_Hh14EA,DoubleTree by Hilton Hotel Austin,30.3263767,-97.70454347,Hotels/ Hotels & Travel/ Event Planning & Services,3
Y2ojrodkbEheGttZF8wYEQ,Wolf Camera and Image,33.8428078,-84.370455,Shopping/ Photography Stores & Services,3.5
hcRxdDg7DYryCxCoI8ySQA,Longwood Galleria,42.338544,-71.106842,Restaurants/ Shopping/ Shopping Centers,2.5
8XyEpVdAO0o6iVkVxkWosQ,PS Property Management Company,30.2464652,-97.7787377,Home Services/ Real Estate/ Property Management,4.5
arEXRZYu8220bFBJ3VAh3A,Blake's On The Park,33.7814748,-84.379955,Nightlife/ Bars/ Gay Bars/ Sports Bars,3.5
jGennaZUr2MsJyRhijNBfA,Legal Sea Foods,42.3634422,-71.0257812,Sandwiches/ Food/ Restaurants/ Breakfast & Brunch/ Seafood/ Italian/ Beer/ Wine & Spirits/ Cocktail Bars/ Gluten-Free/ Nightlife/ Bars/ Salad,3.5
XlLPnkHkm0Q7NLQrAJ6DRQ,Nancy Wilde LMT,42.296206,-71.223289,Health & Medical/ Beauty & Spas/ Massage Therapy/ Massage/ Chiropractors,4.5
_bZOUUc6Sr_W3BxbOUJacw,Prince of Peace,45.5309581,-122.8237802,Education/ Preschools,3.5
uMGsjQGT35rX4AAt1Hp9og,Laurelhurst Chiropractic,45.5231031,-122.638005,Acupuncture/ Prenatal/Perinatal Care/ Health & Medical/ Massage Therapy/ Chiropractors,4.5
QciD6FbNklaJvUbLExD4Nw,ARGO,49.2544359,-123.0200503,Food Delivery Services/ Food/ Restaurants/ Mediterranean/ Greek/ Pizza,4
vOMGjOSKtAKWWW-F_-tiAQ,Brewer/Burroughs Tot Lot,42.31173637,-71.11593422,Playgrounds/ Active Life,4.5
iPD8BBvea6YldQZPHzVrSQ,Espresso Minute,42.3426726,-71.0842392,Creperies/ Restaurants/ Food/ Coffee & Tea/ Breakfast & Brunch,4.5
jx91IMdGOmLOo8h_F9z39g,Cleary's Restaurant & Spirits,45.5264727,-122.535323,Nightlife/ Sandwiches/ Seafood/ Restaurants,3.5
NVfOn7TdnHbaGH97CVB_Qg,McKinley Chiropractic,30.244902,-97.857409,Chiropractors/ Health & Medical,5
Xw8tuI30T-xihpzwBV-zJg,El Pollo Rey,30.243493,-97.730141,Food Trucks/ Restaurants/ Specialty Food/ Food/ Mexican/ Ethnic Food,5
s8eTWEtW5WcnL2kUxrOVmw,Austin Regional Clinic: ARC Quarry Lake,30.4016572,-97.7429434,Diagnostic Services/ Doctors/ Internal Medicine/ Pediatricians/ Laboratory Testing/ Health & Medical/ Family Practice/ Surgeons,3.5
OmdMTKZe3j4oUkDrpru9VA,Pickens Jewelers,33.8386564,-84.37219187,Local Services/ Shopping/ Jewelry/ Jewelry Repair/ Watch Repair,4
NRPemqVb4qpWFF0Avq_6OQ,Eurasia Sushi Bar & Seafood,30.2345329,-97.8772622,Bars/ Nightlife/ Cocktail Bars/ Seafood/ Restaurants/ Sushi Bars,4.5
TRToVIbaVtu1KOE8DR9gCw,Texas Roadhouse,28.538452,-81.737625,Steakhouses/ Restaurants/ Salad/ Barbeque/ American (Traditional)/ Food,3.5
Yyym58vWvlRPuMCOICWRBw,Shirley's Tape And Shears,45.62823508,-122.6712515,Local Services/ Sewing & Alterations,4.5
BFd5KnVmxkFH3WjbydJI3Q,Sam's Club,28.65569465,-81.33725729,Convenience Stores/ Bakeries/ Food/ Grocery,3
J0qv-BVQKQwImRZQ1_ZKdQ,USA Performance Auto,45.5606413,-122.5298052,Oil Change Stations/ Auto Repair/ Tires/ Automotive,4.5
D2VwAQBBxfm_l9rYesXaxQ,The Daily Stroll,42.3454531,-71.1269562,Pet Services/ Pet Groomers/ Pet Stores/ Pet Sitting/ Pets/ Dog Walkers,4
Xi2GGNzOiUS8r6WCFvu-fw,Kerala Kitchen,49.173723,-122.889641,Indian/ Restaurants,4
