6iYb2HFDywm3zjuRg0shjw,Oskar Blues Taproom,40.0175444,-105.2833481,Gastropubs/ Food/ Beer Gardens/ Restaurants/ Bars/ American (Traditional)/ Beer Bar/ Nightlife/ Breweries,4
tCbdrRPZA0oiIYSmHG3J0w,Flying Elephants at PDX,45.5889059,-122.5933308,Salad/ Soup/ Sandwiches/ Delis/ Restaurants/ Cafes/ Vegetarian,4
bvN78flM8NLprQ1a1y5dRg,The Reclaimory,45.511907,-122.6136929,Antiques/ Fashion/ Used/ Vintage & Consignment/ Shopping/ Furniture Stores/ Home & Garden,4.5
oaepsyvc0J17qwi8cfrOWg,Great Clips,28.9144823,-81.2959787,Beauty & Spas/ Hair Salons,3
PE9uqAjdw0E4-8mjGl3wVA,Crossfit Terminus,33.7470274,-84.3534244,Gyms/ Active Life/ Interval Training Gyms/ Fitness & Instruction,4
D4JtQNTI4X3KcbzacDJsMw,Bob Likes Thai Food,49.2513423,-123.101333,Restaurants/ Thai,3.5
t35jsh9YnMtttm69UCp7gw,Escott Orthodontics,28.573998,-81.3892841,Dentists/ Health & Medical/ Orthodontists,4.5
jFYIsSb7r1QeESVUnXPHBw,Boxwood Biscuit,39.94700652,-82.997471,Breakfast & Brunch/ Restaurants,4.5
N3_Gs3DnX4k9SgpwJxdEfw,Lane Wells Jewelry Repair,30.346169,-97.711458,Shopping/ Jewelry Repair/ Appraisal Services/ Local Services/ Jewelry/ Engraving/ Gold Buyers,5
tXvdYGvlEceDljN8gt2_3Q,Capital City Barber Shop,30.1727062,-97.7999199,Barbers/ Beauty & Spas,4
